name,appearance,original_habitat,modern_location,source_excerpt,source_translation,abilities,symbolism,category,mountain_location,chapter
鬼章,叶如欧而赤茎，秀如禾,目牛首之山,云南省,有草右，名目鬼章，其叶如欧而赤茎，其秀如禾，服之不忧,有一种草，名叫鬼章，叶子像欧，茎红色，穗像禾，吃了可以无忧,服之不忧,象征无忧,植物,北,山经
荣草,叶如柳，本如鸡卵,鼓钼之山,江苏省,有草直，名上日荣草，其叶如柳，其本如鸡卵，食之已风,有一种草，名叫荣草，叶子像柳，根像鸡蛋，吃了可以治风,食之已风,象征治疗,植物,东北,山经
赤晓,赤尾赤羽,中山经,河南省,"赤晓尾赤羽, 可以已白癣",赤晓有赤尾赤羽，可治白癣,治白癣,象征治愈,鸟类,中,山经
龙骨,未知,未知,青海省,龙生晋,龙生于晋地,未知,象征神秘,混合形态或超自然生物,未知,未知
将,形状像缺鼠，额头上有花纹,甘囊山,甘肃省;四川省,有 一 种 兽 ， 形 状 像 缺 鼠 ， 额 头 上 长 有 花纹 ， 它 的 名 字 叫 将 ， 吃 了 它 可 以 消除 颈 脖 上 的 肉瘤 。,形状像缺鼠，额头有花纹，吃了可消除肉瘤,消除颈脖上的肉瘤,治疗肉瘤,兽类,中,山经
鸣蛇,形状像蛇，有四只翅膀,鲜山,河南省;山东省,其状如蛇而四辟，其音如馨，见则其虽大旱,形状像蛇，有四只翅膀，声音像磬，出现时会有大旱,预示大旱,干旱的象征,混合形态或超自然生物,西,山经
化蛇,人面豺身，鸟翼蛇行,阳山,山东省,其状如人面而豺身，鸟翼而蛇行，其音如叱呼，见则其邑大水,形状像人面豺身，有鸟翼蛇行，声音像叱呼，出现时会有大水,预示大水,洪水的象征,混合形态或超自然生物,西,山经
蔓昨,形状像狗，有角,昆吉之山,青海省,其状如狗而有角，其音如号，名曰蔓昨，食之不国,形状像狗，有角，声音像号，名叫蔓昨，吃了不会迷路,食之不迷路,指引方向,兽类,西,山经
马腹,人面虎身，声音如婴儿,草渠之山,青海省;四川省,有兽下，其名上马腹，其状如人面虎身，其音如婴儿，是食人。,有一种兽叫马腹，人面虎身，声音像婴儿，会吃人。,食人,凶恶,混合形态或超自然生物,西,山经
芒草,形状像棠树，叶子红色,草渠之山,山东省;江苏省,有木丰，其状如棠而赤时，名目芒草，可以毒鱼。,有一种树叫芒草，形状像棠树，叶子红色，可以毒鱼。,毒鱼,毒性,植物,西,山经
水虎,形如三四岁小儿，鳞甲如鲤，头似席，掌爪带没水中,中山经河水,河南省,河水中有物，如三四岁小儿，鳞甲如鲤，头似席，掌爪带没水中，出郝头。小儿不知，欲取弄戏，便杀人;名为水虎者也。,河中有一种生物，形似小孩，鳞甲如鲤，头似席，掌爪在水中，会杀人。,杀人;掌爪带没水中,危险的水中生物,混合形态或超自然生物,中,山经
夫诸,白鹿四角,黄山,安徽省,有 兽 盐 ， 其 状 如 白 鹿 而 四 角 ， 名日 夫 诸 ， 见 则 其 邑 大 水 。,一种白鹿四角的兽，出现则预示大水。,预示大水,水灾,兽类,北,山经
纳,青身朱目赤尾,青要山,山东省,"其 中 有 鸟 焉 , 名 日 纳 !)， 其 状 如 鬼 ， 青 身 而 朱 目 "" 赤 尾 ， 食 之 宜 子 。",一种青身朱目赤尾的鸟，食之宜子。,食之宜子,生育,鸟类,北,山经
泰估,状如人，有虎尾,黄山之阳,安徽省,吉神泰估司之，其状如人而虎尾，是好居于黄山之阳，出入有光,吉神泰估形状像人，有虎尾，喜欢住在黄山南面，出入时有光,出入有光;动天地气,吉祥与神力,混合形态或超自然生物,中,山经
武罗神,未知,青要山,河南省,武罗神在这里,武罗神居住于此,未知,守护神,混合形态或超自然生物,北,山经
纳岛,形状像野鸡，青色身子，浅红色眼睛，红色尾巴,输水发源的山,未知,沿水产有一种鸟，名字叫纳岛，形状像野鸡，青色的身子，浅红色的眼睛，红色的尾巴,纳岛鸟形状像野鸡，青色身子，红色尾巴,吃了可望生孩子,生育象征,鸟类,北,山经
泰逢,形状像人，长着老虎的尾巴,黄山南面,安徽省,吉神泰逢主管着这座山，他的形状像人，却长着老虎的尾巴,泰逢神形状像人，有老虎尾巴,能够动摇天地大气;兴云致雨,天气控制,混合形态或超自然生物,南,山经
麻,状如禾呈而人目,扶猪之山,河南省;湖北省,有兽看，其状如禾呈而人目，其名目麻,有一种兽，形状像禾呈，有人的眼睛，名叫麻,无,未知,兽类,西,山经
犀渠,状如牛，苍身，音如婴儿,厘山,河南省;陕西省,有兽硕，其状如牛，苍身，甚音如婴儿，是食人，其名昌犀渠,有一种兽，形状像牛，苍色身体，声音像婴儿，会吃人，名叫犀渠,食人,凶兽,兽类,西,山经
上锋,状如猎犬而有鳞，毛如葛电司,厘山,山东省;山西省,有兽址，名上锋，其状如猎犬而有鳞，其毛如葛电司,有一种兽，名叫上锋，形状像猎犬，有鳞片，毛像葛电司,未知,未知,兽类,西,山经
菱,状如楼，叶如桐而菜实,柄山,山东省;江苏省,有木看，其状如楼，其叶如桐而菜实，其名日菱，可以毒鱼导,有一种树，形状像楼，叶子像桐树，果实像菜，名叫菱，可以毒鱼,毒鱼,毒物,植物,西,山经
晶莹芝,状如苏而赤华,能耳之山,四川省,有草硕，其状如苏而赤华，名上晶莹芝，可以毒鱼,有一种草，形状像苏，开红花，名叫晶莹芝，可以毒鱼,毒鱼,毒物,植物,西,山经
马肠,未明确描述外貌,玄乔山,青海省;四川省,其中多马肠之物,玄乔山水中多马肠之物,未知,未知,混合形态或超自然生物,东北,山经
阁,状如猎犬而有鳞,未知,青海省;四川省,其状如猎犬而有鳞,形状像猎犬但有鳞片,未知,未知,混合形态或超自然生物,未知,未知
女娲之肠,未知,大荒西经,青海省,女娲之肠或作女娲之腹,女娲的肠或腹,未知,未知,混合形态或超自然生物,西,大荒经
鹿蹄山,未知,厘山,河南省,中央第四列山系厘山的开头一座山，叫做鹿蹄山,厘山的第一座山是鹿蹄山,未知,未知,未知,中,山经
磨,形状像铬，长着人的眼睛,扶猪山,河南省,有一种兽，形状像铬，却长着人的眼睛，它的名字叫磨。,形状像铬，长着人的眼睛的兽。,无,未知,兽类,西,山经
恬牛,未详细描述,玄筷山,云南省;四川省,所产兽多是恬牛和差羊,玄筷山产恬牛和差羊,未描述,未描述,兽类,西,山经
差羊,未详细描述,玄筷山,山东省,所产兽多是恬牛和差羊,玄筷山产恬牛和差羊,未描述,未描述,兽类,西,山经
捧岛,状如所而三目，有耳,昌首山,山东省,其状如所而三目，有耳，其音如录,昌首山有捧岛，三目有耳，音如录,食之已垫,未描述,混合形态或超自然生物,东,山经
康,未详细描述,尸山,青海省,其兽多康,尸山多产康兽,未描述,未描述,兽类,东,山经
驮印,形状像泉鸟，长有三只眼睛,首山北面的机和谷,河南省;山西省,谷里多产驮印，形状像泉鸟却长有三只眼睛,谷中有驮印，形似泉鸟，三眼,未知,未知,混合形态或超自然生物,北,中山经
耳条,鸣叫声像鹿鸣,县碾山,青海省;山西省;山东省,还有耳条，鸣叫的声音像鹿鸣，吃了它可以防治湿气病。,耳条鸣声如鹿，食之可防湿气病。,防治湿气病,防治疾病,兽类,东,山经
骄虫,形状像人，有两个头,平逢山,河南省;山西省,有神需，其状如人而二首，名目骄虫,有神叫骄虫，形状像人，有两个头,掌管蜜蜂,蜜蜂之神,混合形态或超自然生物,中,山经
昌忽鸡,形状像山鸡，长尾，红色如丹火，青色如虹,庆山,陕西省;甘肃省,其中有鸟焉，状如山鸡而长尾，赤如丹火而青虹，名上昌忽鸡,有一种鸟叫昌忽鸡，形状像山鸡，长尾，红色如丹火，青色如虹,鸣声自呼;服之不眯,吉祥之鸟,鸟类,西,山经
修辟之鱼,状如晶而自晓,带山,山东省,状如晶而自晓，其音如鸭，食之已白瘤,形状像水晶，声音像鸭子，吃了可治白瘤,声音如鸭;可治白瘤,象征治愈,鱼类与水生生物,西,山经
览,不详,夸父之山,青海省;甘肃省,其鸟多览,夸父之山上有许多览鸟,不详,不详,鸟类,西,山经
玄确,不详,门水,河南省;陕西省;四川省,门水出址，而东北流注于河，其中多玄确,门水中有许多玄确,不详,不详,鱼类与水生生物,西,山经
鸣石,似玉，色青,训阳和郡,陕西省,晋永康元年，训阳和郡上鸣石，似玉，色青，撞之声闻七八里,鸣石似玉，撞击声传七八里,发出声音,未知,混合形态或超自然生物,未知,未知
夸父之山,与太华相连,河南灵宝县东南,河南省灵宝市,夸父之山，一名秦山，与太华相连，在今河南灵宝县东南。,夸父山又名秦山，与太华山相连，位于河南灵宝县东南。,无,无,山,中,山经
桃林,多马,宏农湖县阅乡南谷中,河南省灵宝市,桃林，今宏农湖县阅乡南谷中是也;其中多马。,桃林位于宏农湖县阅乡南谷中，那里有很多马。,无,无,山,中,山经
平逢山,不生草木，没有水,南边可望见伊水和洛水，东边可望见谷城山,河南省洛阳市,平逢山，南边可以望见伊水和洛水，东边可以望见谷城山。这座山不生草木，也没有水。,平逢山位于南边可望见伊水和洛水，东边可望见谷城山，山上不生草木，也没有水。,无,无,山,中,山经
忽融,形状像山鸡，长尾巴，全身红色，嘴壳青色,曹谷,河南省;山东省,形状像山鸡却长着长长的尾巴，通身红得像丹火，嘴壳却是青的，名字叫忽融,忽融是一种红色鸟，叫声像自己的名字,鸣叫自呼其名;食用后可避免梦魇,避梦魇,鸟类,西,山经
修辟鱼,形状像蛙却长着白色的嘴,过山,山西省,水中多产修辟鱼，形状像蛙却长着白色的嘴，鸣叫的声音像猎头应，吃了它可以治白癣,水中有很多修辟鱼，形状像蛙，嘴是白色的，叫声像猎头应，吃了可以治白癣,治白癣,未知,鱼类与水生生物,西,山经
骅鸡,良马，具体外貌不详,桃林,陕西省,林里多产良马一一有名的骅鸡、驿耳等八匹骏马,桃林中产有名的骏马骅鸡,无特殊能力描述,象征良马,兽类,北,山经
驿耳,良马，具体外貌不详,桃林,河南省,林里多产良马一一有名的骅鸡、驿耳等八匹骏马,桃林中产有名的骏马驿耳,无特殊能力描述,象征良马,兽类,北,山经
帝台之模,五色而文，状如鹊卵,苦山,河南省;山东省,其上有石希，名日帝台之模，五色而文，其状如鹊卵,苦山上有五色花纹的石头，状如鹊卵,祷百神;服之不串,象征神圣,混合形态或超自然生物,中,山经
昌风条,赤叶而本丛生,苦山,河南省;山西省,有草需，其状如其，赤叶而本丛生，名上昌风条,苦山上有赤叶丛生的草，名为昌风条,可以为敌扩,象征草药,混合形态或超自然生物,中,山经
女尸,化为攻草，叶硝成，华黄，实如葛丘,昌姑即之山,河南省;山东省,帝女死看，其名目女尸，化为攻草，其叶硝成，其华黄，其实如葛丘习，服之媚于人,帝女死后化为攻草，服用后可媚人,媚人,媚惑,混合形态或超自然生物,东,山经
山总,状如逐，赤若丹火,晶苦山,未知,有兽算，名上日山总，其状如逐，赤若丹火，善署,山总兽状如逐，赤若丹火，善署,善署,火焰,兽类,东,山经
天思,神居之，多怪风雨,堵山,未知,神天思居之，是多怪风雨,天思神居堵山，多怪风雨,控制风雨,自然力量,神怪,东,山经
文文,状如蜂，枝尾而反舌,放皋之山,江苏省,有曾焉，其状如蜂，枝尾而反舌，善呼，其名日文文,文文兽状如蜂，枝尾反舌，善呼,善呼,呼唤,兽类,东,山经
牛伤,叶如榆屏，方葵而巷伤，根苍文,大碍之山,四川省;云南省,有草址，其状叶如榆屏，方葵而巷伤，其名日牛伤，其根苍文，服者不厥，可以御兵,牛伤草叶如榆屏，根苍文，服用后可御兵,御兵;不厥,防御,植物,东,山经
三足龟,三足,大碍之山,河南省;山西省,甚中多三足龟，食者无大疾，可以已肿,三足龟食后可治肿,已肿,治愈,爬行与蛇类,东,山经
嘉荣,生而秀，高丈余，赤叶赤华，华而不实,半石之山,河南省;陕西省,其上有草址，生而秀，其高丈余，赤叶赤华，华而不实，其名上日嘉荣，服之者不赴,嘉荣草赤叶赤华，服用后不赴,不赴,保护,植物,东,山经
欠鱼,黑文，状如铺,半石之山,未知,其中多欠鱼，黑文，其状如铺，食者不睡空,欠鱼黑文状如铺，食后不睡,不睡,清醒,鱼类与水生生物,东,山经
帝休,叶状如杨，其枝五种，黄华黑实,少室之山,河南省登封市,叶状如杨，其枝五种，黄华黑实，服者不把,叶子像杨树，枝分五种，黄花黑果，吃了不怒,服者不怒,平息怒气,混合形态或超自然生物,中,山经
彬木,叶状如梨而赤理,泰室之山,河南省登封市,叶状如梨而赤理，其名目彬木，服者不妒,叶子像梨树而有红色纹理，名叫彬木，吃了不妒忌,服者不妒,消除妒忌,混合形态或超自然生物,中,山经
曹草,状如茉，白华黑实，泽如蔓黄,泰室之山,河南省登封市,状如茉，白华黑实，泽如蔓黄，其名日曹草，服之不昧,形状像茉，白花黑果，光泽如蔓黄，名叫曹草，吃了不迷糊,服之不昧,保持清醒,混合形态或超自然生物,中,山经
帝屋,叶状如椒，反伤赤实,讲山,青海省,叶状如椒，反伤赤实，可以御区,叶子像椒树，反伤赤果，可以抵御邪恶,可以御区,抵御邪恶,混合形态或超自然生物,北,山经
亢木,叶状如楼而赤实,浮戏之山,河南省巩义市,叶状如楼而赤实，名目亢木，食之不串,叶子像楼树而有红果，名叫亢木，吃了不生病,食之不串,预防疾病,混合形态或超自然生物,东,山经
昌芮草,叶状如莹，而赤茎白华，实如莫黄,少降之山,河南省;山东省,叶状如莹，而赤茎白华，实如莫黄，食之不电子,叶子像莹草，红茎白花，果实像莫黄，吃了不迷惑,食之不电子,保持清醒,混合形态或超自然生物,东,山经
梨,其叶状如获而赤华,太山,山东省泰安市,其叶状如获而赤华，可以已盖,叶子像获草而有红花，可以治愈疾病,可以已盖,治愈疾病,混合形态或超自然生物,东,山经
葡柏,状如莉，白华而赤实,敏山,山西省;陕西省,其状如莉，白华而赤实，名目葡柏，服者不寒,形状像莉，白花红果，吃了不冷,服者不寒,御寒,植物,东,山经
昌划,状如蔷而毛，青华而白实,大台之山,山东省,其状如蔷而毛，青华而白实，其名昌划，服之不夭，可以为腹病,形状像蔷有毛，青花白果，吃了不夭，可治腹病,服之不夭;治腹病,长寿;治病,植物,东,山经
